Name,GSM984510,GSM984511,GSM984512,GSM984513,GSM984514,GSM984515,GSM984516,GSM984517
ZNF675,0.78,0.649,0.592,0.468,0.637,1.009,0.591,0.773
LCE1E,0.0,0.0,0.0,0.0,-0.351,0.0,0.0,0.0
WDR62,0.507,0.197,0.423,0.287,0.213,0.08,0.359,0.354
PRR24,-0.197,-0.328,-0.223,0.111,-0.385,-0.586,0.015,-0.001
TPRG1L,0.571,-0.151,-0.197,-0.127,-0.169,-0.288,-0.046,-0.138
ARRDC4,2.341,2.487,2.444,2.418,2.312,2.304,2.205,2.373
TMEM27,0.21,0.527,0.309,0.312,0.807,0.64,0.491,0.456
A_23_P339954,0.173,0.294,-0.141,-0.026,-0.405,-0.554,-0.682,-0.695
NLRC3,-0.258,-0.088,-0.416,-0.272,-1.533,-1.287,-1.834,-1.632
PPP1R2P9,0.652,0.0,0.0,0.68,-0.198,-0.493,0.0,-0.181
TRIM29,0.436,0.442,-0.012,-0.744,0.17,-0.119,-0.086,0.533
PRSS16,0.78,0.1,0.679,1.337,-0.15,0.0,-0.542,-0.496
ZNF711,-0.579,-0.721,-0.909,-0.942,-1.031,-0.877,-1.363,-0.987
ZNF711,-0.28,-0.706,-0.598,-0.747,-0.928,-1.23,-1.027,-0.938
ISCU,-0.185,-0.062,-0.038,0.03,-0.275,-0.232,-0.591,-0.342
TP53AIP1,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.189
RPL39,0.252,0.09,0.25,0.091,0.204,0.432,0.297,0.216
FAM122C,1.095,1.28,1.107,0.874,2.682,2.917,2.578,2.611
MFSD6L,0.0,0.0,0.351,0.0,-0.126,0.0,0.697,0.555
RAB2A,0.296,0.265,0.274,0.456,1.086,0.99,0.863,0.987
RNF175,0.098,-0.374,-0.097,-0.376,0.0,0.0,0.329,0.999
LMX1A,0.201,0.1,0.0,0.084,0.846,0.365,0.0,0.524
GPSM1,0.126,-0.474,-0.223,-0.602,-0.579,-0.458,-0.639,-0.542
TAS2R19,-0.62,0.064,-0.122,0.49,-0.436,0.0,0.0,0.25
XAGE2B,-0.003,0.0,0.0,0.0,0.0,0.0,-0.237,0.212
TAS2R19,0.0,0.0,0.027,0.997,0.0,0.0,0.0,0.0
C11ORF31,-0.175,0.041,0.088,0.078,-0.168,-0.195,-0.058,-0.188
ITPRIP,-0.325,-0.255,-0.412,-0.664,0.53,0.759,0.456,0.481
LCE3E,-0.098,0.089,0.078,0.144,0.351,0.009,-0.109,0.257
MST1P9,0.0,-0.739,0.0,0.0,0.0,0.0,0.0,0.0
KIAA1841,0.118,-0.363,-0.293,-0.288,-0.33,-0.383,-0.407,-0.303
EDA,-0.276,-0.275,-0.055,-0.125,0.608,0.803,0.649,0.337
COPS4,-0.051,0.225,0.227,0.167,-0.244,-0.038,-0.235,-0.104
IL9R,0.274,0.558,0.417,-0.043,0.674,0.755,0.096,0.696
MMP12,0.0,0.0,0.0,0.0,0.0,0.0,0.101,0.0
ONECUT1,0.461,0.529,0.363,-0.218,-0.072,0.781,0.056,0.519
XPOT,0.7,0.453,0.278,0.181,0.483,0.631,0.783,0.644
PSEN1,0.123,-0.372,-0.356,-0.286,0.461,0.209,0.54,0.537
PTGIR,0.292,0.471,0.642,0.414,0.061,0.197,0.371,0.312
GLRA3,0.0,0.0,0.0,0.0,0.0,0.0,1.011,0.761
THAP3,0.568,0.416,0.209,0.475,0.345,0.352,0.414,0.326
SKA3,-0.405,-0.092,-0.045,-0.012,-1.022,-0.874,-0.984,-0.85
ZNF414,0.565,0.201,0.122,0.313,-0.274,-0.032,-0.168,-0.222
G6PD,0.642,0.006,0.055,-0.429,-0.317,-0.282,-0.175,-0.03
SELO,0.561,0.296,0.246,0.413,0.2,-0.053,0.362,0.247
FAM50A,-0.108,-0.391,-0.434,-0.216,-0.281,-0.507,-0.328,-0.135
IDH3G,0.392,-0.221,-0.146,-0.176,-0.054,-0.279,-0.023,0.025
KLHL21,-0.289,-0.179,-0.319,-0.121,1.339,0.983,1.185,1.241
BGN,0.076,-0.195,-0.161,-0.088,0.276,-0.35,-0.001,0.135
POP1,-0.322,-0.394,-0.447,-0.666,-1.456,-0.968,-1.409,-1.576
OTUD7A,0.089,-0.016,0.18,0.442,-0.003,0.094,0.599,0.335
AES,0.112,-0.295,-0.121,-0.195,-0.294,-0.445,-0.28,-0.261
RPL10L,-0.082,-0.018,-0.011,-0.073,0.023,0.112,-0.169,-0.074
CAPN10,-0.121,-0.121,-0.223,-0.022,0.046,-0.064,0.065,0.051
CYB5D2,-0.119,-0.13,-0.117,-0.388,-0.398,-0.185,-0.542,-0.575
ZDHHC20,-0.502,-0.152,-0.104,-0.133,-0.261,-0.203,-0.395,-0.298
WBP5,-0.259,-0.088,-0.144,-0.072,-0.17,-0.043,-0.169,-0.198
MAGEH1,-0.75,-0.291,-0.382,-0.32,-1.474,-1.589,-1.631,-1.549
MNT,0.357,0.241,0.137,0.104,0.804,0.761,0.942,0.806
UBE2N,-0.065,-0.174,-0.224,-0.191,-0.255,-0.143,-0.24,-0.246
A_23_P341482,0.0,0.0,0.0,-0.562,0.0,0.161,-0.007,-0.102
C3ORF35,0.158,0.0,0.167,0.393,1.329,2.249,1.192,1.399
DCST1,0.0,0.0,0.567,-0.104,0.311,0.311,-0.266,0.093
SETDB2,-0.371,0.134,-0.022,0.082,-0.685,-0.886,-0.909,-0.723
SETDB2,0.431,0.343,0.355,0.13,-0.511,-0.292,-0.495,-0.631
SLC9B2,0.144,-0.257,-0.043,-0.02,0.498,0.362,0.419,0.324
ZNF484,0.231,0.752,0.707,0.533,0.12,0.121,0.134,0.08
WWC3,0.134,0.023,0.098,0.113,0.56,0.404,0.669,0.454
XKRY2,0.0,0.0,0.415,0.0,0.455,0.504,0.0,-0.45
A_23_P341860,-0.746,-0.885,-0.53,-0.399,-0.47,-0.623,-0.499,-0.359
NOG,0.04,-0.412,-0.597,-0.534,-0.051,-0.004,0.48,-0.132
PAPPA2,0.0,0.0,-0.007,0.0,0.0,0.0,0.0,-0.712
RBM11,0.0,0.0,0.0,0.0,0.0,-0.846,-0.687,-0.135
HFE,-0.254,-0.117,-0.098,-0.013,-0.046,-0.15,-0.122,-0.104
LOC150197,0.0,0.707,-0.222,0.0,-0.231,0.0,0.0,0.586
RBBP6,1.636,1.604,1.365,1.271,2.183,2.325,2.101,2.169
UHMK1,0.454,0.206,0.301,0.701,-0.206,0.196,0.243,0.15
TTTY5,0.0,0.0,0.0,0.772,0.0,0.0,0.952,0.204
C6ORF130,-0.247,0.01,-0.028,0.096,-0.591,-0.489,-0.594,-0.413
CCDC116,-0.493,-0.499,-0.401,-0.736,0.0,-1.644,-0.797,-0.676
CCDC124,0.574,-0.084,-0.017,-0.06,-0.083,-0.155,-0.056,-0.133
CYBASC3,0.007,-0.17,-0.099,0.104,-0.059,-0.327,-0.142,-0.079
ADAMTSL1,0.186,0.396,0.345,0.347,0.633,0.465,0.459,0.565
FLJ35700,-0.248,-0.097,0.17,0.447,0.465,0.055,-0.295,-0.094
WAPAL,0.626,0.48,0.408,0.123,0.568,0.894,0.927,0.603
ADAMTS1,-0.505,-0.645,-0.627,-0.864,0.951,0.982,0.979,0.94
QPRT,0.081,0.188,-0.108,0.068,0.047,0.072,0.311,0.105
COX4I1,-0.113,0.056,-0.141,-0.076,0.098,0.21,0.141,0.233
C12ORF33,-0.224,0.0,0.147,-0.52,0.0,0.039,-0.133,0.591
RPP25,-0.716,-0.907,-1.042,-0.807,-2.185,-2.302,-1.989,-2.356
RIMS1,1.158,0.385,0.701,0.649,0.0,0.0,0.0,0.0
STK35,0.257,0.893,-0.196,0.702,0.269,0.243,0.747,0.355
HCN2,-0.32,-0.307,-0.151,-0.001,-0.368,-0.686,-0.207,-0.207
SLC44A5,1.237,0.0,0.738,0.544,0.807,0.664,0.036,0.341
PALM2-AKAP2,0.434,0.399,0.472,0.309,0.222,0.302,0.55,0.385
AKAP17A,-0.137,0.371,0.204,0.36,1.208,1.073,1.016,1.164
KIAA1984,-0.149,-0.35,-0.068,-0.494,0.438,-0.109,-0.031,-0.044
FBXO15,-0.413,-1.072,-0.5,-0.583,-0.255,-0.065,-0.506,-0.063
STARD13,0.162,0.017,0.132,0.13,-0.407,-0.237,-0.293,-0.335
LIX1L,0.418,0.308,0.1,-0.055,0.131,0.305,0.275,0.085
FLJ25694,-0.485,-0.038,-0.03,-0.126,0.222,0.221,0.238,0.348
FBXW4,0.511,0.213,0.087,0.173,0.049,0.042,0.11,-0.118
FMN2,1.526,1.163,1.074,1.843,0.605,0.831,1.306,0.134
NEFM,0.211,-0.01,0.172,0.167,0.434,0.223,0.428,0.511
KLHL15,0.267,0.677,0.478,0.351,1.249,1.307,1.064,1.188
TLE3,-0.24,-0.147,-0.094,0.021,0.267,0.145,0.501,0.225
PIGK,-0.37,-0.002,-0.008,0.046,0.112,-0.061,-0.086,0.113
FLJ30901,0.252,0.334,0.348,0.659,0.009,0.362,0.0,0.451
LILRB1,0.0,0.0,0.0,0.0,-0.099,0.112,0.549,0.0
ANGEL2,0.185,0.15,0.016,0.225,-0.418,-0.177,-0.373,-0.206
LRP8,-0.028,-0.172,-0.277,-0.263,-0.079,-0.125,0.009,-0.179
ZNF554,-0.304,-0.044,-0.147,-0.088,-1.932,-1.796,-1.657,-1.802
A_23_P343261,-0.766,-0.745,-0.718,-1.331,-1.158,-0.735,-0.49,-0.788
GFI1B,0.024,0.079,0.457,-0.216,0.04,-0.012,-0.186,0.147
FLJ31715,0.402,0.278,-0.261,-0.142,-0.357,0.271,-0.082,-0.004
MAB21L3,0.058,0.383,0.071,0.152,0.09,0.034,0.318,0.492
GPRIN2,-0.216,0.041,0.194,-0.071,0.004,0.358,0.681,0.123
CCR7,-0.877,0.098,-0.8,-0.934,0.0,0.0,0.0,0.0
AGRN,0.324,0.004,-0.002,0.109,0.272,-0.051,0.124,0.184
VCAM1,2.685,2.728,2.921,2.389,6.025,5.815,6.184,6.12
USP40,-0.781,-0.691,-0.65,-0.449,-0.332,-0.407,-0.449,-0.331
HTR1D,0.293,0.225,0.122,0.19,-1.644,-1.326,-1.426,-1.355
FOSL2,0.057,-0.257,-0.299,-0.144,1.257,0.966,1.535,1.344
A_23_P343680,-0.375,0.056,-0.419,-0.449,0.023,0.0,-0.282,-0.027
PLCB3,0.259,0.033,0.078,0.094,0.007,-0.341,0.21,0.11
TCEA3,-0.036,0.178,-0.014,0.312,0.397,0.374,0.236,0.358
TCEA3,0.021,0.216,-0.188,-0.083,0.046,0.488,0.142,0.46
SLC6A7,-1.19,-0.614,-0.736,-0.591,-0.554,-1.084,-0.847,-0.749
SOX6,0.0,0.0,0.0,0.624,0.0,0.0,-0.337,0.0
SOS1,0.211,0.033,-0.093,0.102,0.606,0.586,0.327,0.709
CLCA3P,2.118,0.0,0.206,1.472,0.989,0.0,1.176,1.003
FCHSD1,0.311,0.172,0.377,0.346,0.564,0.489,0.365,0.235
PARP11,-0.275,-0.039,0.012,0.302,0.528,0.523,0.476,0.471
CENPBD1,-0.009,-0.372,-0.27,-0.314,-1.257,-1.352,-1.025,-1.236
FLJ32063,0.41,0.537,0.891,0.0,0.0,0.0,0.557,0.082
A_23_P343900,0.0,0.706,0.0,-0.338,0.0,-0.341,0.0,0.0
PDE12,0.571,0.097,0.268,0.161,-0.118,-0.043,0.021,-0.009
HIST2H2AB,-0.04,0.072,0.219,0.291,0.13,0.521,0.3,-0.291
EGLN1,0.793,0.833,0.951,0.778,2.314,2.293,2.267,2.235
IGF2BP1,1.057,0.332,0.384,0.353,0.729,0.817,1.056,0.815
C1ORF63,0.043,0.25,0.306,-0.136,2.302,2.793,2.435,2.439
FAM83F,0.818,0.0,0.889,0.409,0.0,0.25,0.0,0.0
A_23_P343977,0.0,0.131,0.0,0.062,-0.9,-1.054,-0.864,-1.384
B4GALNT4,-0.113,-0.217,-0.211,0.048,-0.135,-0.214,0.23,0.025
NCSTN,0.129,0.153,0.216,0.015,0.1,0.028,0.413,0.26
CHFR,-0.061,-0.141,-0.211,-0.068,-0.355,-0.278,-0.239,-0.272
ISM2,0.162,0.025,0.28,0.529,0.0,1.058,-0.15,0.777
C12ORF68,-0.347,0.0,0.093,-0.699,-0.045,0.0,-0.539,0.0
KCNQ4,0.0,0.0,0.117,0.0,0.0,0.0,0.0,0.0
ZIK1,0.801,0.119,0.108,0.178,-0.803,-0.47,-0.672,-0.419
ZCCHC11,-0.472,-0.124,-0.12,-0.083,-0.292,-0.346,-0.606,-0.348
OGG1,0.121,-0.436,-0.28,-0.39,-0.479,-0.462,-0.333,-0.442
AHRR,1.095,1.418,1.028,1.292,1.263,1.414,1.275,1.272
CSHL1,0.335,0.0,-0.027,-0.291,-0.51,0.126,-0.552,-0.059
ROBO4,-0.408,-0.691,-0.701,-0.584,-0.943,-0.762,-0.703,-0.807
ASB17,0.0,0.0,0.0,0.0,0.005,0.0,0.426,0.0
HDGFRP3,-0.269,-0.414,-0.377,-0.351,-0.604,-0.547,-0.466,-0.354
STOX1,-0.277,-0.069,0.139,-0.508,0.121,0.447,-0.652,-0.639
C16ORF3,-0.272,-0.127,-0.107,-0.041,0.31,-0.279,0.019,0.328
LOR,0.0,0.0,0.0,0.394,-0.035,0.747,0.079,0.0
SYNPO,-0.291,-0.562,-0.474,-0.347,-0.081,-0.362,-0.157,-0.084
NEDD9,-0.18,-0.616,-0.552,-0.797,0.424,0.283,0.485,0.281
FAM124A,-0.606,-0.547,-0.583,-0.525,-0.18,-0.184,-0.193,-0.108
FAM154A,-0.446,0.0,0.261,-0.385,0.0,0.042,0.117,-0.192
TMEM174,0.373,0.414,-0.211,0.104,0.0,0.87,0.707,-0.059
SLC35A3,-0.189,-0.206,-0.156,-0.229,-0.085,0.009,-0.48,-0.267
FLJ36848,0.478,0.0,0.0,0.462,0.0,0.0,-0.233,0.0
LOC401022,0.285,-0.189,-0.152,-0.479,-0.364,-0.201,-0.028,-0.207
MLLT4,-0.655,-0.865,-0.076,-0.023,-0.451,-0.394,-0.322,-0.061
SYNJ2,0.765,0.249,0.35,0.42,0.134,0.397,0.357,0.291
RPE65,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0
GIPC2,-0.323,0.269,0.068,0.273,0.661,0.604,0.443,0.525
WDR43,-0.137,-0.187,-0.073,0.072,-0.027,-0.074,0.049,-0.014
CARNS1,-0.018,0.177,0.589,0.162,-0.23,-0.953,0.503,-0.007
TMEM39B,0.072,-0.152,-0.309,-0.328,-0.636,-0.636,-0.694,-0.64
MYL6,0.062,0.024,0.241,0.171,0.071,0.099,-0.188,0.027
ICK,-0.316,0.098,0.112,0.235,-0.459,-0.553,-0.617,-0.414
TUBGCP4,0.494,0.358,0.391,0.146,-0.263,0.302,-0.217,-0.172
SCLY,0.068,-0.144,-0.099,-0.171,-0.238,-0.173,-0.27,-0.487
CAPN13,0.0,0.546,-0.569,-0.039,-0.215,0.0,0.0,0.0
ZNF655,-0.425,-0.177,-0.265,-0.452,-1.407,-0.927,-1.496,-1.208
SLC36A4,0.396,0.503,0.567,0.38,0.748,0.826,0.535,0.648
PHC2,0.715,0.139,-0.034,0.305,0.39,0.126,0.308,0.265
PIM1,0.727,1.153,1.3,1.209,2.683,2.572,2.842,2.844
C19ORF28,-0.727,-0.891,-0.877,-0.859,-0.763,-0.865,-0.798,-0.639
NMNAT2,-0.34,0.0,0.0,0.376,0.126,1.068,0.135,0.692
BOD1P,0.168,-0.038,-0.025,0.166,0.464,0.384,0.369,0.507
SH3PXD2A,0.0,-0.192,0.0,0.201,-0.291,0.045,-0.298,0.015
FLAD1,-0.011,-0.293,-0.382,-0.206,-1.102,-1.124,-0.944,-0.994
RPAP1,-0.354,-0.082,0.037,0.072,-0.399,-0.489,-0.287,-0.291
C18ORF25,0.512,0.533,0.331,0.489,0.01,0.077,0.125,0.041
EPHX1,0.562,0.02,-0.035,-0.046,-0.15,-0.289,-0.218,-0.174
LGALS8-AS1,-1.214,-1.268,-0.963,-0.947,-3.265,-2.471,-3.81,-3.486
SDCCAG8,0.417,0.039,-0.042,-0.094,-0.475,-0.303,-0.234,-0.356
PLEKHG4,-0.316,-0.12,-0.217,-0.179,-0.247,-0.262,-0.308,-0.283
SDCCAG8,0.553,0.1,-0.071,0.098,-0.234,-0.181,-0.193,-0.232
CACNA1E,-0.019,0.001,0.023,0.064,0.231,0.051,0.462,0.137
OPRL1,-0.122,-0.048,0.208,0.171,-0.24,-0.536,-0.511,-0.119
FOXO3,0.317,-0.053,0.014,0.095,0.688,0.634,0.908,0.731
FOSL2,0.095,0.106,-0.2,0.184,0.902,0.666,0.797,0.974
PSMA2,-0.185,-0.078,-0.229,-0.02,-0.022,-0.134,-0.109,-0.057
WWC3,0.043,0.086,0.041,0.196,0.678,0.608,0.718,0.612
ZNF71,-0.413,-0.227,-0.263,-0.128,0.928,0.869,1.019,0.96
FANCD2,0.0,-0.338,-0.337,-0.331,-0.061,-0.019,-0.225,-0.147
ADPRHL2,-0.305,-0.425,-0.349,-0.147,0.089,-0.084,-0.006,-0.054
IL17D,0.113,0.165,0.021,0.012,0.268,0.158,0.158,0.206
C15ORF42,0.922,0.42,0.279,0.249,-0.157,0.063,0.27,0.095
XXYLT1,-0.049,-0.453,-0.312,-0.042,-0.31,-0.432,-0.348,-0.4
HOXD4,0.61,0.475,-0.363,-0.136,-1.166,0.0,0.109,0.0
TPTE,0.038,0.464,0.428,0.111,0.303,0.57,0.124,0.098
C11ORF46,0.321,0.755,0.539,0.479,1.065,1.355,0.544,0.972
GNL2,0.209,0.384,0.294,0.181,0.318,0.434,0.421,0.303
FAM129C,-1.141,-0.412,-0.496,0.202,0.0,0.0,-0.121,0.316
FAM133A,0.0,0.201,0.0,0.0,0.0,0.214,0.173,0.0
WDFY3,0.722,0.309,0.291,0.158,0.752,0.607,0.815,0.92
FASTKD2,0.128,0.134,0.157,0.146,-0.161,-0.07,-0.084,-0.009
GFPT1,0.676,0.619,0.602,0.52,0.247,0.55,0.376,0.389
C12ORF26,-0.618,-0.254,-0.245,-0.24,-0.569,-0.631,-0.747,-0.701
NDUFAF2,-0.18,0.085,0.038,0.326,0.124,0.277,0.122,0.243
CDA,0.208,0.053,0.332,0.129,0.358,0.332,0.0,0.364
ZBTB7C,0.042,-0.042,0.0,-0.004,0.261,-0.185,-0.052,0.492
CCPG1,-0.112,-0.091,-0.203,-0.089,-0.058,-0.105,0.013,-0.021
HERC2P2,-0.073,-0.444,-0.808,-0.837,-1.32,-1.24,-1.269,-1.71
MTOR,0.14,-0.025,-0.057,-0.038,0.046,-0.127,0.057,-0.011
TPM3,-0.392,-0.21,-0.318,-0.349,0.0,-0.165,-0.428,-0.168
TMC8,-0.805,-0.429,-0.244,-0.073,-1.136,-0.281,-0.428,-0.291
RAE1,0.04,-0.04,-0.097,-0.21,-0.377,-0.196,-0.407,-0.342
GNPTAB,0.002,0.026,0.133,0.096,-0.04,0.366,-0.051,-0.051
GTF2B,-0.184,0.069,0.113,-0.033,0.499,0.377,0.317,0.438
GPR173,0.0,0.134,-0.071,0.05,0.253,0.0,0.283,-0.445
ZMAT2,-0.216,0.02,0.003,0.137,0.093,-0.063,-0.023,-0.04
ZMAT2,-0.164,0.128,0.03,0.118,-0.024,0.025,0.035,0.035
BAX,-0.03,-0.194,-0.121,-0.238,-0.039,-0.289,0.052,0.08
BAX,-0.442,-0.321,-0.078,-0.192,-0.331,-0.418,-0.75,-0.434
FLJ30679,0.0,0.355,-0.276,0.37,0.724,0.347,0.207,0.134
SFXN1,0.067,0.134,0.154,0.263,0.061,0.32,0.184,0.14
ZFP41,-0.002,0.001,0.003,-0.13,-0.325,-0.555,-0.251,-0.29
REN,-0.003,-0.021,0.369,0.265,-0.106,0.456,-0.021,0.575
P2RY10,0.0,0.0,0.0,0.217,0.0,0.0,0.0,0.0
MRPL43,-0.008,-0.016,0.023,0.336,-0.261,-1.043,-0.83,-0.2
CXORF36,0.164,0.202,0.415,0.44,0.628,0.523,0.641,0.312
MCU,0.556,0.046,0.032,-0.017,0.254,0.162,0.28,0.258
ZNF532,-0.015,-0.256,-0.282,-0.338,0.008,0.035,0.073,-0.021
FAM194A,-0.079,-0.075,-0.221,0.333,-0.375,0.097,-0.02,0.049
FCGR2B,0.0,0.0,0.005,0.0,0.0,0.0,0.235,0.0
GPRC5C,-0.116,-0.081,-0.066,0.155,0.262,0.107,0.013,0.197
CD247,0.0,0.0,0.381,-0.283,-0.195,0.656,0.0,0.0
A_23_P346798,0.16,-0.117,0.21,-0.071,0.002,-0.316,0.159,0.369
AVPR2,0.221,0.577,0.409,0.306,0.108,0.347,0.811,-0.238
RBPJL,-0.878,0.0,0.412,0.0,0.069,0.0,-0.06,0.814
CACNA2D2,0.103,0.748,-0.094,0.278,-0.605,-0.822,-1.04,-0.38
SPATA17,0.0,0.0,-0.315,0.0,0.0,0.826,0.635,0.0
DGKB,0.0,0.34,-0.014,0.0,0.0,0.297,0.059,0.0
PIK3CB,0.471,0.196,0.108,-0.03,-0.44,-0.224,-0.251,-0.241
DTWD2,-0.099,-0.472,-0.474,-0.354,-0.209,-0.342,-0.744,-0.486
TNNT2,-0.301,0.21,-0.649,-0.065,0.508,0.06,0.235,0.44
SMPD3,-0.496,-0.458,0.0,0.235,-0.888,0.19,0.347,0.0
TAS2R50,1.138,0.0,-0.065,1.036,0.0,0.0,0.862,0.0
DTX3L,0.029,0.318,0.356,-0.008,1.387,1.611,1.378,1.385
SGPP1,0.692,0.608,0.576,0.449,0.426,0.522,0.243,0.528
MOB1B,0.161,0.162,0.117,0.048,-0.686,-0.508,-0.48,-0.559
PAG1,-1.575,-1.323,-1.266,-1.586,-1.351,-0.799,-1.525,-1.097
EGLN1,0.255,0.029,0.125,0.133,0.754,0.717,0.959,0.762
A_23_P347100,0.185,0.064,0.21,0.153,0.042,0.198,0.022,0.158
TTC15,0.14,-0.247,0.147,0.218,-0.401,-0.514,-0.238,-0.48
TTC15,0.081,-0.196,-0.218,-0.101,-0.275,-0.44,-0.335,-0.365
MTUS1,0.201,-0.189,-0.214,-0.245,-1.267,-1.435,-1.275,-1.538
LOC646903,0.081,-0.479,-0.452,-0.644,-1.127,-1.059,-0.939,-1.223
SP3,0.185,0.305,0.546,0.562,0.728,0.682,0.617,0.752
FH,-0.183,-0.16,-0.029,-0.066,-0.417,-0.269,-0.446,-0.426
ZNF593,0.069,-0.149,-0.188,-0.283,-0.69,-0.494,-0.58,-0.629
DVL1,-0.17,-0.266,-0.178,0.035,-0.137,-0.254,-0.289,-0.039
CTSK,-0.309,-0.037,0.122,-0.114,0.9,1.102,0.707,0.589
FZD3,-0.219,0.001,-0.187,-0.145,-1.068,-0.407,-1.166,-0.833
SELRC1,-0.185,0.226,0.025,0.325,-0.421,-0.314,-0.453,-0.308
PATE1,0.04,0.0,0.013,0.672,0.0,0.0,0.0,0.6
TFCP2,-0.024,0.115,0.339,0.331,-0.028,-0.087,-0.085,-0.046
GRIN3A,-0.078,0.0,0.283,0.738,0.757,0.455,0.0,0.0
GK5,0.702,0.168,0.271,0.112,-0.163,-0.09,0.328,0.314
GPATCH2,0.622,0.639,0.506,0.569,0.175,0.435,0.199,0.229
HAVCR1,0.0,0.0,0.0,0.511,-0.411,-0.011,0.0,0.63
ERO1LB,1.571,1.931,1.738,1.691,2.591,2.549,2.448,2.482
ERO1LB,1.649,1.689,1.633,1.609,2.155,2.449,2.297,2.354
MTSS1,-0.596,-0.708,-0.673,-0.739,-0.509,-0.345,-0.465,-0.539
YBX1,0.625,-0.018,-0.176,0.006,0.094,0.03,0.237,0.086
MLLT10,-0.299,-0.089,-0.117,-0.172,0.043,0.085,0.016,-0.009
SYCP2L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.408
KIF2C,0.869,0.556,0.73,0.109,0.274,0.925,0.613,0.49
NASP,0.145,0.26,0.286,0.288,0.13,0.067,-0.121,0.129
IL36A,0.586,0.398,0.055,0.08,0.475,0.448,-0.143,0.073
NTRK1,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.668
SYNGR1,0.0,-0.49,0.182,-0.027,0.05,0.335,-0.576,0.145
FOSL2,-0.293,-0.52,-0.416,-0.463,0.767,0.905,1.2,1.173
MKL1,0.488,0.095,0.215,0.283,0.498,0.543,0.648,0.523
SLAIN1,-0.283,-0.563,-0.762,-0.512,-0.677,-0.439,-0.319,-0.815
A_23_P348159,-0.934,-0.603,-0.315,-0.294,-0.798,-0.537,-0.615,-0.107
PRKCE,0.0,0.306,0.864,0.734,1.085,0.732,0.523,1.338
SPRR1A,-0.006,0.063,0.054,0.018,0.127,-0.014,0.193,0.205
ZNF135,0.379,0.18,0.068,0.186,-1.222,-1.069,-1.257,-1.111
CDHR3,0.198,0.109,-0.366,0.683,0.0,0.805,0.935,0.0
NUAK1,0.123,0.268,0.192,0.342,-0.494,-0.489,-0.427,-0.501
LETM2,0.875,0.611,0.585,0.519,0.107,0.264,0.299,0.266
HCN3,-0.697,-0.67,-0.717,-0.665,-0.285,-0.454,-0.208,-0.379
TCEANC2,-0.058,0.182,-0.043,0.043,-1.844,-1.421,-1.78,-1.814
SAC3D1,0.071,-0.071,-0.092,-0.011,-0.722,-0.608,-0.535,-0.674
CACNA1H,0.335,-0.094,0.001,0.448,0.093,0.258,0.0,0.193
ADAMTSL1,-0.315,0.244,0.118,0.101,0.486,0.57,0.524,0.692
PCGF2,-0.139,-0.143,-0.12,0.265,-0.079,0.012,-0.389,-0.058
A_23_P348349,-0.112,-0.045,0.047,0.417,0.779,1.076,0.732,0.673
LMNA,0.289,-0.185,-0.084,-0.099,-0.559,-0.264,-0.378,-0.46
CC2D2A,0.446,-0.069,-0.045,-0.447,-0.488,-0.06,-0.167,-0.235
CTRC,0.452,0.0,0.228,0.235,-0.059,0.377,0.314,0.111
C20ORF201,0.065,-0.093,0.147,0.243,-0.062,0.123,0.083,0.025
A_23_P348587,0.033,0.0,0.564,0.037,0.09,0.227,0.306,0.457
FOXJ1,0.0,0.0,0.0,-0.198,0.0,0.0,0.0,0.843
PRICKLE3,0.388,0.329,0.47,0.372,0.326,0.182,-0.025,0.277
ALPK3,0.15,0.03,0.142,0.101,-0.664,-0.991,-0.946,-0.48
NR2F1,0.862,0.457,0.411,0.45,0.519,0.625,0.752,0.584
AKD1,0.303,0.377,0.214,0.375,0.535,0.543,0.351,0.61
C20ORF132,0.828,0.44,-0.107,-0.273,-0.256,-0.501,-0.002,-0.013
RBM15,0.359,0.101,0.333,0.14,1.807,1.744,1.957,1.879
GPR3,0.599,-0.022,-0.36,0.602,0.581,0.236,-0.417,0.019
IL3,0.0,0.0,0.0,0.0,0.469,0.0,0.0,0.0
CEP170,0.893,0.359,0.274,0.309,0.219,0.199,0.385,0.348
A_23_P348876,0.0,-0.197,-0.279,0.018,-0.538,-0.079,-0.108,0.811
CHIA,-0.055,0.187,0.066,-0.287,1.126,1.162,0.287,0.758
SEC23A,0.827,0.329,0.323,0.388,0.833,0.684,0.704,0.772
LOC100129726,0.177,0.044,-0.078,-0.034,0.307,0.107,0.422,0.137
CTAGE7P,-0.031,0.148,0.161,0.119,-0.033,0.109,0.034,-0.157
A_23_P34897,0.397,-0.126,0.5,0.0,0.545,0.0,0.0,0.627
FAM27E3,-0.195,-0.279,-0.394,-0.548,-1.041,-0.802,-0.896,-1.079
MYSM1,0.768,0.59,0.845,0.299,0.989,1.321,1.004,1.0
SAMD15,-1.074,-0.83,-0.74,-0.994,-1.411,-1.193,-1.279,-1.396
FCHO2,0.376,0.261,0.226,-0.034,0.092,0.364,0.045,0.071
CDAN1,0.0,0.131,0.198,0.045,-0.895,-0.619,-0.74,-0.74
MUC3A,-0.449,0.144,0.261,-0.474,-0.299,0.806,0.576,0.463
