Name,GSM984510,GSM984511,GSM984512,GSM984513,GSM984514,GSM984515,GSM984516,GSM984517
C17ORF59,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
RAPGEFL1,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
THOC4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WBP2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TMC8,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0
SLC6A4,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
KRTAP2-4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GAA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF624,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PRPSAP1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ALKBH5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
BCAS3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RALBP1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RBFA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HDHD2,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
DSG3,,,,0.103,,1.2,,
LINC00470,,,0.317,,0.351,,0.218,-0.033
MED1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CDH7,,-0.025,-0.32,-0.296,0.262,-0.117,0.094,-0.09
GALR1,,,,-0.173,,,,
SKA1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CNKSR2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SERPINB2,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0
TGIF1,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0
CHMP2A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF274,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
ZNF773,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRIM25,-0.319,-0.117,-0.263,,-0.24,-0.02,,-0.309
TOMM40,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF234,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0
CEACAM5,,,,,-0.315,,0.218,
TYK2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ICAM1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
BLVRB,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
C19ORF42,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
HSH2D,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
RPL36,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CLEC4G,0.429,0.143,0.536,0.133,,,0.181,0.203
ISOC2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HOOK2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
LPPR2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MPRIP,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
KLK5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CLEC11A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
AKT1S1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MED25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
C19ORF73,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
TRPM4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
FAM83E,-0.156,0.897,-0.212,0.053,0.105,-0.445,0.56,
GRIN2D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
C5AR1,,,,,,,,-0.099
LGALS3BP,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
IGFL2,,,,0.045,0.673,,,
PPP5C,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
UQCRFS1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MADCAM1,0.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0
YIF1B,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ANKRD27,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
FSD1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
LGALS14,,,,0.556,0.267,,,0.34
TLE2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CD300LB,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
XRCC1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
BTBD2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
AZU1,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
IFI30,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ARMC7,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0
LSM4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
AKAP8L,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
USF2,-0.068,-0.394,,-0.17,-0.138,-0.472,-0.527,-0.283
NCAN,0.242,0.267,0.126,0.323,,1.501,0.117,0.222
MLLT1,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
ECH1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF492,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CERS4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
FGF22,,,0.145,,,-0.36,0.157,
PGLS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GNG7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
IER2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MAP2,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
ACVR2A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CD68,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CAMKMT,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GTDC1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
INHBB,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0
INHBB,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0
SGPP2,-0.244,-0.764,,0.463,0.689,-0.276,0.583,1.017
KCNJ3,,,,,0.043,,,
YIPF4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SAT2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
C2ORF44,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0
SSB,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
AOX1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CDK15,,0.203,0.383,,,,,-0.11
EIF2B4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TUBA4A,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0
TUBA4A,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
BCS1L,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DYNC1I2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
IGFBP5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MAP4K3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SCARF1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MFSD9,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0
MFSD9,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0
SAP130,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PPP1R7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NAGK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ITGB6,,,,-0.421,,0.259,,0.071
POLE4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NMI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GPR35,,-0.875,-0.371,-0.689,,-0.811,0.027,-0.892
ELMOD3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PTCD3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CHCHD5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DDX11L2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RAB6C,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TANK,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0
MRPS9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TXNDC9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
EFHD1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HIBCH,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HIBCH,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PROM2,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0
STK17B,0.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0
NAT8,,0.662,,0.789,,0.078,0.121,-0.452
PPIG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HOXD12,0.405,-0.02,-0.224,,0.678,,,0.238
BCL2L11,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0
NOP58,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NOL10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
AGBL5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PNPT1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TMEM100,,-0.389,,0.546,,,,
DNMT3A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ITGB1BP1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MTA3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GRB14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PRPF6,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
TOX2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SNX21,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
C20ORF165,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
SULF2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TSHZ2,-0.269,-0.113,0.037,,0.063,,0.448,0.518
BMP7,-0.198,0.681,0.467,0.215,,,0.015,
SCO1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
FKBP1A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SNRPB,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SLC4A11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CDS2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HAO1,0.299,-0.087,0.01,0.067,,0.261,-0.81,-0.229
ZNF133,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PLK1S1,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF337,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DUSP15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NTN1,,-0.314,0.359,-0.342,,,,0.364
BPIFB1,,,,,,0.077,,
MAP1LC3A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRPC4AP,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
EPB41L1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
C21ORF15,-0.51,0.383,,,,,0.403,-0.16
ATP5J,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SOD1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
OLIG1,0.704,,,,,,0.191,0.785
KCNE1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DSCR3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
BACE2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CSTB,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
BID,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PTRH2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HIRA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RIMBP3,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0
ZNF280A,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0
GGT1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RHBDD3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MORC2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
APOL6,0.294,,-0.178,,,,,
APOL6,,,0.181,-0.091,-0.003,-0.514,-0.507,1.418
CYTH4,-0.024,,0.622,0.087,0.467,0.082,0.368,0.235
SLC16A8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ADSL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CCDC134,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DDX5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CYP2D6,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
ZBED4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TMEM101,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PANX2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ISY1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ATP13A3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PTPLB,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CTSC,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SSR3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MUC13,,,,-0.034,,,,
FOXP1,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0
ASB14,0.11,0.676,0.165,-0.236,,,-0.472,
CGGBP1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GFM1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NEK11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NCBP2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PCNP,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PLD1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
BTD,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HDAC11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CRELD1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CNTN6,,,0.354,,,,-0.45,
RTP1,0.177,-0.51,0.649,0.938,0.833,,,-0.32
ABHD14B,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HSD17B1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DUSP7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RFT1,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
UCN2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
LRRC2,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0
LRRC2,0.139,,0.228,0.144,,0.005,0.662,0.193
C3ORF18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SLC38A3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
AHSG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
AHSG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
POU1F1,,,-0.286,,,,0.126,
CLDND1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
FMO3,,,-0.221,,,-0.237,,
FMO3,,,-0.305,0.12,-0.748,0.112,-0.501,-0.001
AP2M1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CD80,,,,-0.224,,,,
MYL3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
AMZ2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PPP2R2C,-0.191,0.054,,0.233,0.279,-0.407,-0.251,0.034
NAAA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
UBE2K,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SPINK2,,,,0.459,,0.385,-0.164,
GAK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NEIL3,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
KCNIP4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CXCL6,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0
HMGB2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SULT1E1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GNRHR,1.101,1.287,1.378,1.52,,0.223,0.977,0.173
ANKRD40,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GNRHR,,,0.28,-0.34,,,0.203,0.705
ZCCHC4,0.222,,,0.376,0.307,0.362,0.21,0.281
NCAPG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
XYLT2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TBC1D14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TBC1D14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CYP2U1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CYP2U1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DKK2,,0.198,-0.091,0.324,-0.186,-0.448,-0.386,-0.676
NUDT6,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
PGRMC2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NAA11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NPFFR2,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
METAP1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MEPE,,,,,0.599,-0.208,,
ZNF595,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PLK4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
EGF,,,,,,,,0.402
CENPK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PCDHB12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GOLPH3,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
IRX2,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
MRM1,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
HEXB,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
LNPEP,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
AGXT2,,,-0.034,,-0.16,,,
GHR,-0.693,-0.828,-1.008,-0.692,-0.823,-0.569,-0.902,
TNPO1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
FAF2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CYFIP2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ZCCHC9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SLC22A4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SHROOM1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PRAC,-0.536,,0.213,0.567,,0.023,0.883,
PHF15,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF622,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
PRAC,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GZMK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GLRA1,,,,,,,,0.181
DBN1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
OSMR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SKP2,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
LARP1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TGFBI,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TMEM161B,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
C17ORF75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
JAKMIP2,,,,,,0.224,,
NME5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0
LINC00472,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0
MAN1A1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MAN1A1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
KPNA5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DDX43,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NLK,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0
CDC5L,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ELOVL5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
IRF4,,0.033,,0.106,,,,
PSMB1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRAF4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TREML1,-0.461,-0.815,,0.37,0.013,-0.048,-0.39,-0.713
CRIP3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
KLHDC3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF184,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PGBD1,0.253,,-0.331,-0.453,-1.15,-0.375,-0.537,-0.342
PPP1R10,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
LTA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CFB,-0.148,0.325,0.282,0.097,,0.162,0.392,0.553
C17ORF85,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ABHD16A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TNXB,0.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0
PHF1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
C6ORF125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ANKS1A,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
TEKT1,-0.546,,0.322,,,0.352,-0.381,
MCHR2,-0.257,,,0.377,,,,
STX11,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0
CFLAR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
METTL21A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
METTL21A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HTR1B,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
C6ORF105,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
EEF1E1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ECI2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RGS17,,,-0.242,-0.708,-0.314,0.038,-0.293,-0.264
ULBP1,,,,,,0.229,,0.063
ENPP1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TCF21,,,,,,,,0.502
SOBP,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GPR6,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0
GPR172B,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GPLD1,,-0.089,0.107,,,-0.1,0.159,0.468
IGF2R,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0
NCOA7,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0
MEST,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HUS1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CNOT4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
LOC728743,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0
TMEM176B,,,0.386,0.081,0.598,0.733,0.607,0.504
ZNF786,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
VSTM2A,,,,-0.448,,,-0.306,-0.034
CNPY4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PSMB6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
AP4M1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
EIF3B,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ADCYAP1R1,-0.08,0.132,-0.436,0.304,-0.102,,-0.047,
CREB5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
SKAP2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SCIN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NSF,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ZDHHC4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DNAJC30,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RPS2P32,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ASB4,-0.006,,0.335,0.322,0.709,,,0.415
BZW2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
IMPDH1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TMEM184A,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
CLDN12,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0
FKBP10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
C7ORF23,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
AEBP1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
C7ORF34,-0.006,-0.173,0.123,0.165,0.642,0.076,-0.213,
EPHA1,,,0.202,,0.728,,,
KRT9,0.029,0.263,0.259,,-0.569,-0.654,-0.216,0.717
MRPS33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WDR60,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
FAM3C,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
FAM3C,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
KCTD7,0.313,,-0.601,0.072,0.216,0.295,0.23,0.0
AP1S1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CHCHD2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF394,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
AZIN1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
POLR2K,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
POLR2K,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF395,0.295,,-0.337,0.045,0.014,0.065,0.172,-0.132
UBXN8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ATP6V1H,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PPP3CC,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRIM49,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
GCGR,-0.365,-0.327,-0.572,-0.344,,,-0.285,-0.246
MOS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
FUT10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
LRRCC1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NKX3-1,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0
HHLA1,0.028,0.017,0.364,0.386,0.263,,0.704,0.479
ADHFE1,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
SDCBP,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CHRNA6,-0.214,-0.081,0.307,-0.85,,0.077,0.196,0.11
DDHD2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
INTS10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
